,like_rate,comment_view_ratio,views,1,2,10,15,17,19,20,22,23,24,25,26,27,28,29
0,0.8523897199010775,9.493167208742224e-05,7426393,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0.6692754354960868,0.0,494203,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,0.9885464546756084,0.007989077160061616,142819,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,0.9772521149585929,0.0022771733936529015,1580028,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.9885759306677172,0.012071046732195206,40592,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,0.985811163275952,0.0014605111159375127,317696,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,0.9739969073003988,0.004049723341929346,479291,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7,0.9807639867580386,0.0022643440580076167,10532409,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,0.98783542039356,0.0034069728358847437,65453,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9,0.9915788979850344,0.00432328026562234,751743,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10,0.9911084409732652,0.04548834107742067,1121715,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11,0.9786759398989567,0.0055147335801067785,199102,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12,0.9844672657252889,0.003999418195449234,1024398,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13,0.9850881978541554,0.003285329184605295,483360,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14,0.9674133412451169,0.004173456153769412,601419,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15,0.9906405143647757,0.00445721184421856,185541,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16,0.9490608177757416,0.006811067185909221,814262,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17,0.9377678724498543,0.002884066415929464,169898,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18,0.9571107730203579,0.0030684474814317844,1691734,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19,0.9720471989918662,0.0011691675374585807,917746,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0.9859894921190894,0.0032041090864620278,40884,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21,0.9913523459061637,0.003338738148677684,125196,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22,0.9580482897384306,0.006626990707472715,162818,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23,0.9859766100439223,0.003383918228173805,1936216,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24,0.9841269841269841,0.0011910538621024305,22668,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0.8633030025837305,0.021326134122519786,1701667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26,0.9807962529274005,0.011677969440301658,35536,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27,0.9933929020891015,0.013089392259358994,189389,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
28,0.9421751968503937,0.005106320797094782,369541,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29,0.873179732694993,0.00046288189365690857,4659935,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30,0.9897857222160542,0.0070391323617592615,153427,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
31,0.9745311414679324,0.004234569485435647,109101,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
32,0.9796301485009806,0.002460154915012535,4615562,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
33,0.9775265311784699,0.003526676752927036,379393,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
34,0.9507739938080495,0.0030543922379072676,274358,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35,0.9609628561125135,0.006516059065512934,218536,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,0.9619170838724194,0.0021039896175183777,2524251,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
37,0.7672846490846317,0.027633322256412025,463425,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
38,0.972972972972973,0.002144607843137255,3263,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
39,0.8311394487865076,0.017936456520426258,182142,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
40,0.9873582450269567,0.020120578194232585,82601,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
41,0.703012912482066,0.013469614714877303,136677,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
42,0.9851348481630919,0.0016298738599055701,214126,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
43,0.9806589992973632,0.007427539373638925,807265,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
44,0.9869222322052511,0.008623483492792627,141937,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
45,0.9626262626262626,0.0034038164002062918,58169,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
46,0.989613942648698,0.010066901095553044,315091,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
47,0.9912392904549294,0.0067495919267016955,503585,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
48,0.9823740446108251,0.0015839334145709828,498126,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,0.9937682677990404,0.0030750344694129316,330727,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
50,0.9880971791945214,0.000776500386709518,324532,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
51,0.994118264888142,0.006763018456815015,141356,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
52,0.9723380068207654,0.0,162018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53,0.5707307542008597,0.0014806373276911862,703750,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
54,0.9840565734490517,0.007475952757822963,246389,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
55,0.9579279339730256,0.005804321764851172,331993,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
56,0.9526768642447419,0.0009497320398887456,265337,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
57,0.9958587813134027,0.012772378585480706,1560006,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
58,0.9571817270514106,0.0012976992919027544,452338,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
59,0.9266903914590747,0.004215796060865556,121447,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
60,0.9810012836970475,0.0031503037494463987,119670,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
61,0.9908854166666666,0.0036307890914958852,12393,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
62,0.9845214190093708,0.006584251545283526,230701,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
63,0.9882326820603907,0.003135767290693152,1023353,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
64,0.9708051016341172,0.004892188237762971,228731,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
65,0.9451327433628318,0.0020456655494185587,127097,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
66,0.9960896375394797,0.012897109444094498,157166,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
67,0.9879774948178857,0.004399176066602313,1617120,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
68,0.9773251345119139,0.004321647081674274,61781,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
69,0.9132804956549726,0.00495210993892282,1152639,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
70,0.9598145285935085,0.00216817599456861,273962,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
71,0.9618618395835652,0.0018739530315006975,3576396,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
72,0.9560342803474994,0.005469307334307164,412117,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
73,0.9580645161290322,0.012205065484380573,39245,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,0.9797101449275363,0.006260118726389639,27794,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
75,0.979315831344471,0.001720568863080356,185984,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
76,0.9276903445342407,0.0005083618258032843,688485,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
77,0.9954737477368739,0.004814319103457919,50058,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
78,0.9918339571282749,0.004392882747832888,76714,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
79,0.9296618357487922,0.0041576064788898795,355492,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,0.9664084558025049,0.002945554621085591,506525,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
81,0.9480773658761225,0.002212964586520264,496166,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
82,0.962592783126332,0.00368176179540532,352276,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
83,0.7911915060951632,0.0018985370695156216,1769256,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
84,0.8475518494761599,0.0004214324154292774,659654,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
85,0.990174146475771,0.0033104031878398053,1006825,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
86,0.9420170376477054,0.007006683063396458,787961,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
87,0.9855288359225367,0.0008487960609106189,236805,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
88,0.9289099526066351,0.004238073182028717,43179,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
89,0.9887603305785124,0.00743229593084456,94048,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
90,0.9869806266741419,0.0020226035525629897,991790,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
91,0.9171265470977545,0.0038554867663584537,5042942,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
